status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang;;;;
"1243689326808043522,72313888,2020-03-28T00:00:16Z,Telenoticias7,""Economía mundial entró en recesión y naciones en desarrollo requerirán fondos masivos, dice FMI";;;;
https://t.co/iD7FGmzx2W;;;;
"#coronavirus https://t.co/d4MuwNxVat"",Hootsuite Inc.,,,,FALSE,FALSE,1746,3,,,,650801,239,,2009-09-07T16:00:14Z,TRUE,es";;;;
"1243689327542009858,3198041813,2020-03-28T00:00:16Z,MashableSEA,""The number of Slack users sky-rocketed.";;;;
#tech #slack #app #surge #users #coronavirus #WFH #pandemic;;;;
"https://t.co/ojq1tszwVI"",Sprout Social,,,,FALSE,FALSE,58,0,,,,3723,23,,2015-04-23T13:40:52Z,FALSE,en";;;;
1243689324018876416,989817739492646912,2020-03-28T00:00:16Z,muslimhandsca,Here is a guide on what to eat to stay healthy and boost your immune system against Covid-19. #Coronavirus https://t.co/r7KjyRfdBk,Loomly,,,,FALSE,FALSE,112,0,,,,222,101,,2018-04-27T10:45:13Z,FALSE,en;;;;
"1243689331778347010,1213259221258493952,2020-03-28T00:00:17Z,leplusbeau_95,""#COVID19 #coronavirus";;;;
Hand senitizer : 1 Drop kills 99.9% of germs ;;;;
;;;;
Me  : puts two drops ;;;;
;;;;
"Germs: https://t.co/2zoJkH99hR"",Twitter for Android,,,,FALSE,FALSE,8,0,,,,10,1,,2020-01-04T00:42:03Z,FALSE,en";;;;
"1243689329265979395,724751088545619968,2020-03-28T00:00:17Z,djibrilsene24,""Le Président Macky Sall qui reçoit le SENEGAL en miniature en chef de guerre contre le #covid19.On le savait bon capitaine,il l’a encore démontré sous nos yeux.A l’appel de la nation,il met tous les fils et filles de la nation sur la même ligne que lui même."",Twitter for iPhone,,,,FALSE,FALSE,10304,2,,,,5296,876,,2016-04-26T00:04:59Z,FALSE,fr";;;;
"1243689327936385025,1242228887406489600,2020-03-28T00:00:17Z,LyRandley,""E o bostonaro querendo que voltamos todos para as ruas ...";;;;
"#COVID19 #ForaBolsonaro #EleNão https://t.co/CXHdzyHNA4"",Twitter for iPhone,,,,FALSE,FALSE,67,0,,,,9,35,,2020-03-23T23:17:13Z,FALSE,pt";;;;
1243689331304411136,47169723,2020-03-28T00:00:17Z,NatasaJacobs,I noticed how close we have to get to talk to anyone in Animal Crossing. #animalcrossingnewhorizons  #animalcrossing #coronavirusmemes #coronavirus #nintendoswitch @nintendo #blathers #owl https://t.co/fLMjMUxfCE,Twitter Web App,,,,FALSE,FALSE,39,0,,,,203,384,,2009-06-14T20:40:21Z,FALSE,en;;;;
"1243689328859066368,1392658201,2020-03-28T00:00:17Z,VidadignaPpE,""Holanda #coronavirus:";;;;
La #Eutanasia en toda su dramática dimensión: eliminación sistemática y selección económica!;;;;
;;;;
"Pon en las frases en lugar de """"anciano"""" o """"persona débil"""", """"tu madre"""" o """"tu hijo con Down"""" y relee el artículo. ";;;;
;;;;
Aterrador;;;;
"https://t.co/ajayWGosgs"",Twitter for Android,,,,FALSE,FALSE,1701,4,,,,713,632,,2013-04-30T17:48:11Z,FALSE,es";;;;
"1243689328263430144,25562381,2020-03-28T00:00:17Z,Glasspockets,""Funders are mitigating the stress grantees are dealing with during the #coronavirus crisis. Hear how @McKnightFdn, @FordFoundation, and others are being be transparent and flexible in this time of the #coronavirus crisis. https://t.co/YI5VDloN17."",Hootsuite Inc.,,,,FALSE,FALSE,2707,0,,,,8525,1322,,2009-03-20T19:44:51Z,FALSE,en";;;;
"1243689328141795328,1085923602577440769,2020-03-28T00:00:17Z,BmCentro,""Recuerda, es importante que te protejas.";;;;
Cuída de tu familia.;;;;
Cuídate también.;;;;
"#CoronaVirus #QuédateEnCasa https://t.co/l0zyiJNc6I"",Hootsuite Inc.,,,,FALSE,FALSE,1,0,,,,1,37,,2019-01-17T15:35:37Z,FALSE,es";;;;
1243689334995288064,90663170,2020-03-28T00:00:18Z,FernanRumbachef,#estevirusloparamosunidos #puertorico #rumbachef #covid19 https://t.co/QU8VuJFbYt,Instagram,,,,FALSE,FALSE,1947,0,,,,116,981,,2009-11-17T16:27:13Z,FALSE,und;;;;
1243689334961778689,25306344,2020-03-28T00:00:18Z,Flowerchic462,Sitting here reading a library book (that’s overdue 😬) and wondering what libraries are going to do with all checked out materials when they reopen. There’s no possible way to sanitize everything. #COVID19 #COVID2019,Twitter for iPhone,,,,FALSE,FALSE,58163,0,,,,944,1155,,2009-03-19T14:36:25Z,FALSE,en;;;;
"1243689334861172743,406901945,2020-03-28T00:00:18Z,h_mov,""Our local grocery store today was like a set for #BlackMirror. Disposable gloves outside for customers to wear, audio instructions on how to shop (touch only what you want + other points), high plexiglass screens in front of checkout counters, masks etc. #COVID19 #coronavirus"",Twitter for iPhone,,,,FALSE,FALSE,4597,0,,,,393,650,,2011-11-07T10:49:49Z,FALSE,en";;;;
"1243689334743711745,2779345249,2020-03-28T00:00:18Z,ZODIMAINCEN,""El VA Cmdte @ZODIMAINCEN en coordinación con la @carabobozodic, supervisa las adecuadas labores para el suministro de combustible en Pto Cabello, ante el Plan de Contingencia establecido por el Estado de Alarma decretado para el combate del #COVID19.";;;;
;;;;
#EnBatallaHeroica;;;;
"#27Mar https://t.co/R03sWmBx7R"",Twitter for iPhone,,,,FALSE,FALSE,54563,26,,,,3041,824,,2014-08-29T22:22:54Z,FALSE,es";;;;
1243689334227619840,918026447746318336,2020-03-28T00:00:18Z,metrodotstyle,Minimize or totally avoid risk of viral infection by orienting your household staff and anyone else that steps out of the house about these #COVID19 safety measures. #StaySafePH https://t.co/1cNj2etsDl,Socialbakers,,,,FALSE,FALSE,543,2,,,,6302,53,,2017-10-11T08:12:16Z,TRUE,en;;;;
1243689334110334982,5120691,2020-03-28T00:00:18Z,wef,US unemployment claims rise 3 million in one week https://t.co/827pIORY1w #COVID19 #US #economics https://t.co/VuVyFNyKMl,Buffer,,,,FALSE,FALSE,1778,25,,,,3684159,489,,2007-04-18T14:00:19Z,TRUE,en;;;;
1243689333929807873,1058858837090885632,2020-03-28T00:00:18Z,nicolehayesTEH,@TrompfJason Thanks for providing something targeted at people in agriculture. Just when we were hoping 2020 would ease our struggles #COVID19 hits. Farmers look after yourselves the world depends on you.,Twitter for iPhone,1243482251968409601,1149644249253572608,TrompfJason,FALSE,FALSE,1127,0,,,,323,255,,2018-11-03T23:09:54Z,FALSE,en;;;;
"1243689333774843906,425843792,2020-03-28T00:00:18Z,TweetArgus,""Please take care of yourself this weekend! 😷";;;;
"#fridaythoughts #fridayfeeling #fridaymotivation #tgif #argus #coronavirus #covid19 #staysafe #stayhealthy https://t.co/DtX9zAH4i2"",PromoRepublic,,,,FALSE,FALSE,175,0,,,,384,703,,2011-12-01T14:13:51Z,FALSE,en";;;;
"1243689332894044161,252984084,2020-03-28T00:00:18Z,Network4Animals,""Weekend reminder: We hope you and the ones you love, including the precious animals who share your heart and home, are keeping safe. Don't forget our suggestions for spending this time with animal happiness! #CoronavirusLockdown #Coronavirus #Covid19 : https://t.co/T7x2tCj3WD"",Hootsuite Inc.,,,,FALSE,FALSE,2044,2,,,,10651,1344,,2011-02-16T09:43:40Z,FALSE,en";;;;
1243689332822528006,196753676,2020-03-28T00:00:18Z,NoticieroAnimal,#URGENTE - #CORONAVIRUS: Ascienden a 1995 los muertos en Francia.-,Twitter Web App,,,,FALSE,FALSE,38409,0,,,,60282,1102,,2010-09-29T20:52:27Z,FALSE,es;;;;
"1243689332797472768,873367008,2020-03-28T00:00:18Z,SNiemannARD,""Noch besser wäre es, seine Auftritte nicht mehr live zu übertragen. Ist aber auch problematisch. Schließlich kritisieren wir Journalisten ihn hier in Washington seit dem ersten Amtstag dafür, dass er sich so selten Pressekonferenzen stellt....#usa #trump #coronavirus https://t.co/748WtC0blU"",Twitter for iPhone,,,,TRUE,FALSE,6317,8,US,""Washington, DC"",city,10562,900,,2012-10-11T10:25:37Z,TRUE,de";;;;
"1243689332071858176,1633905434,2020-03-28T00:00:18Z,EljudasOk,""No la colgués!!!, #quedateentucasa #corona #coronavirus #eljudas fundacionarteglobal @farolatino saludos a todos en Villa Luzuriaga, Buenos Aires, Argentina https://t.co/01d0d8nC9O"",Instagram,,,,FALSE,FALSE,1,0,,,,3337,11,,2013-07-30T21:48:29Z,FALSE,es";;;;
"1243689339860783108,775513675310305281,2020-03-28T00:00:19Z,AnnDavi87971634,""This Video shows how fed-up ITALIAN MAYORS are handling people ignoring COVID19 lockdown rules. ";;;;
;;;;
These passionate ITALIAN MAYORS are pissed &amp;;;;
;;;;
If it were not re: life &amp;;;;
;;;;
#CNN;;;;
#COVID19;;;;
#StayAtHome;;;;
" https://t.co/jhXICVTCvI"",Twitter for iPad,,,,FALSE,FALSE,35,0,,,,1,20,,2016-09-13T01:57:23Z,FALSE,en";;;;
"1243689339932073984,45189614,2020-03-28T00:00:19Z,CWNewser,""#breaking If you had #COVID19 and have recovered you can help save a life. Your blood may contain antibodies that fight the virus &amp";;;;
"@ChrisCuomo @maddow @AC360 #coronavirus"",Twitter for iPhone,,,,FALSE,FALSE,481,0,,,,3342,3981,,2009-06-06T18:55:32Z,FALSE,en";;;;
"1243689338539573248,800414768024518656,2020-03-28T00:00:19Z,herbivore_club,""Experts say global heating and destruction of the natural world for farming, mining, and housing have to end. Farming uses 50% of habitable land AND is a leading cause of climate change 🌏";;;;
;;;;
GO VEGAN 🌱;;;;
;;;;
#coronavirus  #covid2019 ;;;;
#coronalockdown #covid19;;;;
;;;;
" https://t.co/6hFk2LUlag"",Tweepsmap,,,,FALSE,FALSE,160798,3,,,,37065,12800,,2016-11-20T19:05:26Z,FALSE,en";;;;
"1243689337457434624,157467048,2020-03-28T00:00:19Z,ComEd,""Drive-thru #COVID19 testing sites are opening around the country, and we’re happy to have lent a hand in setting one up in Chicago! We partnered with @IDOT_Illinois to utilize our mobile bridge that is now helping to move traffic at the site: https://t.co/1zoaBjpD8g https://t.co/3pK8NjHaEP"",Hootsuite Inc.,,,,FALSE,FALSE,8027,1,,,,41815,904,,2010-06-19T22:38:42Z,TRUE,en";;;;
1243689338824728577,180604914,2020-03-28T00:00:19Z,SSSBBL777,#AB'den #Fas'a 450 milyon Euro #Covid_19 yardımı . https://t.co/9ACN7UeM6v https://t.co/ouvkoDXPRA,Twitter Web App,1243656927692931073,180604914,SSSBBL777,FALSE,FALSE,226669,1,,,,41568,6133,,2010-08-20T01:21:40Z,FALSE,tr;;;;
"1243689340108189696,2330841475,2020-03-28T00:00:19Z,BooneUpky,""First faculty Zoom meeting, am I doing this right?  #coronavirus #Quarantine #zoommeeting #TeachFromHome #teacherproblems https://t.co/uPMGu1RE3Q"",Twitter for iPhone,,,,FALSE,FALSE,640,1,,,,280,493,,2014-02-06T20:55:02Z,FALSE,en";;;;
1243689339290345475,169613431,2020-03-28T00:00:19Z,Kasperskybrasil,Trojan bancário #Ginp usa as informações sobre pessoas infectadas pelo coronavírus como isca para atrair usuários Android e roubar dados de cartão de crédito. #covid #coronavirus https://t.co/XThQC0he4F,AgoraPulse Manager,,,,FALSE,FALSE,1177,0,,,,13496,636,,2010-07-22T19:20:27Z,TRUE,pt;;;;
1243689338724143105,50327111,2020-03-28T00:00:19Z,antopelli,#Biani ha una sensibilità e una capacità di lettura che adoro! L’umanità continuerà a seguire molteplici strade.  #CVID19 #coronavirus https://t.co/LYhj1L3nMP,Twitter for iPad,,,,TRUE,FALSE,8409,2,,,,155,314,,2009-06-24T14:58:20Z,FALSE,it;;;;
"1243689338283663360,113691620,2020-03-28T00:00:19Z,Hdecristo,""¡Que el #coronavirus no profundice la situación de pobreza de los #adultosmayores! ";;;;
Son el grupo de mayor riesgo por tener un sistema inmunitario débil, pero también, son parte de los que sufrirán con mayor dureza las consecuencias de esta pandemia.;;;;
👇;;;;
"https://t.co/FcWt89U78W https://t.co/aebs3fcXKp"",Hootsuite Inc.,,,,FALSE,FALSE,19169,3,,,,32186,11154,,2010-02-12T17:59:20Z,FALSE,es";;;;
"1243689336278827008,32184873,2020-03-28T00:00:19Z,CensoredRapPoet,""Verse: """"Balls Swangin &amp";" A'Clangin"""" Copyright 2020 Mr Dunne https://t.co/njaKyUkI8t #MrDunnepoetry #bigBalls #NewsPicks #media #Sheeple #brainwashed #coronavirus #CoronaLockdown #Facebookcensorship #facemasks #StayHome #Poetry #rap #writerslife #writerscommunity #writer #lol https://t.co/fFahyQKZwS"",Twitter for Android,,,,FALSE,FALSE,304,0,,,,1003,88,,2009-04-16T22:38:10Z,FALSE,en";;;
"1243689340531703808,938533034659168256,2020-03-28T00:00:20Z,openletterbot,""🖋 Support Rees by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r";;;;
;;;;
"📨 Last delivered to @OregonGovBrown, Representative Holvey and Senator Prozanski  #ORpol #COVID19 https://t.co/BgNjnlZcPw"",Resistbot Open Letters,,,,FALSE,FALSE,2,0,,,,16736,3,,2017-12-06T22:18:07Z,TRUE,en";;;;
"1243689344302567426,1235133950546202624,2020-03-28T00:00:20Z,vai_wajo,""Sayangilah diri kalian keluarga kalian serta teman2 kalian.. patuhilah anjuran pemerinta untuk #DiRumahAja";;;;
#SatyAtHome;;;;
#COVID19;;;;
"Tonton """"Meningkat Tajam, RS Darurat Kemayoran Telah Karantina 274 Pasien | tvOne"""" di YouTube https://t.co/uNpVuWNj0q"",Hootsuite Inc.,,,,FALSE,FALSE,33,0,,,,7,99,,2020-03-04T09:24:25Z,FALSE,in";;;;
"1243689344042401792,726304448,2020-03-28T00:00:20Z,TargetedOnc,""Although the focus remains on COVID-19 this week, the Annual Report to the Nation on the Status of Cancer demonstrated declines in cancer rate deaths and highlighted the importance of clinical advances. See what's trending.";;;;
"https://t.co/fiEH0qLrAO #COVID19 #CancerNews"",Hootsuite Inc.,,,,FALSE,FALSE,2703,0,,,,12558,3146,,2012-07-30T15:43:54Z,FALSE,en";;;;
1243689343082024961,4882352477,2020-03-28T00:00:20Z,La_network,La mirada de @onuhabitat sobre el #Covid19. https://t.co/4gn4wSeQdx https://t.co/n2tjKfswlR,Hootsuite Inc.,,,,FALSE,FALSE,17528,0,,,,13532,3342,,2016-02-06T17:30:20Z,FALSE,es;;;;
"1243689342419247105,1270821780,2020-03-28T00:00:20Z,TruthSpeaksTuff,""Pakistani intellect globalized by @MayorofLondon @SadiqKhan !! Tried his best to defend his country's best pal Genocidal Culprit China until he contracted #coronavirus !!";;;;
;;;;
"#COVID19 #COVID2019 #ChineseVirus19 #WuhanVirus #ChineseVirus #ChinaLiedPeopleDied #ChineseBioterrorism https://t.co/DwP2hT7f6b"",Twitter Web App,,,,TRUE,FALSE,12304,2,,,,2135,547,,2013-03-15T22:15:59Z,FALSE,en";;;;
"1243689342406705155,1177403126376058880,2020-03-28T00:00:20Z,BuildeeePro,""Everyone's been saying it - STAY AT HOME.  It's better to comply than risk lives on situations like this. For now, here are some things that you can do to find joy while we are living a restricted life.";;;;
;;;;
https://t.co/AdxpQz6i1x;;;;
;;;;
"#StopTheSpread #COVID19 #Coronavirus #StayHome https://t.co/OMzRadzguu"",Hootsuite Inc.,,,,FALSE,FALSE,264,0,,,,27,85,,2019-09-27T02:02:44Z,FALSE,en";;;;
"1243689342259720192,1363394870,2020-03-28T00:00:20Z,shelly_gilmore,""Sorry, But You Shouldn't Go To Your Friend's House While Social Distancing #socialdistancing #socialdistancing #COVID19 https://t.co/JqswqkGgNW"",Dynamic Signal,,,,FALSE,FALSE,294,0,,,,131,221,,2013-04-19T02:24:33Z,FALSE,en";;;;
"1243689342243155971,2482553310,2020-03-28T00:00:20Z,StephattheWhig,""Stories from myself, @megatthewhig, @Elliotatthewhig, @Alan_S_Hale, @IanMacAlpine, @petehendra, @JMcKayPhotoWhig and Sue Yanagisawa";;;;
The @WhigStandard's coverage of #COVID19 in #ygk has been a true team effort. ;;;;
Here it is all in one place: ;;;;
"https://t.co/HRsHUEtTqr"",Twitter Web App,,,,FALSE,FALSE,2025,3,,,,2030,472,,2014-05-07T18:13:04Z,FALSE,en";;;;
"1243689342163394560,36984500,2020-03-28T00:00:20Z,CivicCenterTV,""Recreation Superintendent, Kelly Hyer from @WB_Parks talks to The Megacast about how they are handling the #covid19 pandemic around their parks and facilities in West Bloomfield.";;;;
;;;;
Watch here ⬇;;;;
https://t.co/7vyao7pwjz;;;;
;;;;
"#parksandrec #nature #parks #lockdown #coronavirus https://t.co/aDRJoaLrDZ"",Hootsuite Inc.,,,,FALSE,FALSE,86,1,,,,260,216,,2009-05-01T16:47:05Z,FALSE,en";;;;
"1243689341265653761,245688940,2020-03-28T00:00:20Z,WolfNW,""Why are floating Petri dishes, i.e., #cruiseships still a thing? #COVID19 #HollandAmerica #DarwinWasWrong"",Twitter for iPad,,,,FALSE,FALSE,137101,0,,,,1916,2931,,2011-02-01T07:36:47Z,FALSE,en";;;;
1243689340938653704,1022935662763405312,2020-03-28T00:00:20Z,proudnaija,#COVID19 #StayAtHomeAndStaySafe #StaySafeNigeria #coronaviruske #StayHome #SocialDistanacing https://t.co/iRqV287pxZ,Twitter for Android,,,,TRUE,FALSE,786,0,,,,190,473,,2018-07-27T20:04:02Z,FALSE,und;;;;
"1243689340598988811,1166782618207227909,2020-03-28T00:00:20Z,AnalizandoEcua1,""#Ecuador";;;;
#Covid_19 ;;;;
Usa,Italia,España desbordados;;;;
Acá robados, endeudados,con políticos jugando a que se cae el gobierno para que se olviden sus horribles pecados( de 70 mil millones faltantes).;;;;
Imagínese cuánto comprar con eso.;;;;
"Con eso viven a vaca en el extranjero!!!!! https://t.co/2oGe3eAkod"",Twitter for iPhone,,,,TRUE,FALSE,5,0,,,,36,153,,2019-08-28T18:40:51Z,FALSE,es";;;;
"1243689343119745029,7521832,2020-03-28T00:00:20Z,anniemal,""DO NOT CONGRATULATE. ";;;;
;;;;
" Coronavirus: US becomes first country to surpass 100,000 cases #Coronavirus https://t.co/mRB0RreazF"",Twitter for iPhone,,,,FALSE,FALSE,73644,0,,,,9988,8072,,2007-07-17T02:14:08Z,TRUE,en";;;;
"1243689342159257601,3528648684,2020-03-28T00:00:20Z,SunwestBank,""Sunwest Bank is proud to be a part of the Coronavirus Aid, Relief, and Economic Security Act. Read all the details here.";;;;
"#Coronavirus #CaresAct #Smallbusiness https://t.co/GrwB5SAm5Z"",Hootsuite Inc.,,,,FALSE,FALSE,0,0,,,,68,3,,2015-09-11T16:57:36Z,FALSE,en";;;;
1243689342020857861,1190329777682550786,2020-03-28T00:00:20Z,IveyEarl,#coronavirus #SocialDistanacing https://t.co/KspcCO5uCy,Twitter for Android,,,,FALSE,FALSE,1382,0,,,,24,680,,2019-11-01T18:08:40Z,FALSE,und;;;;
1243689340531859457,26591584,2020-03-28T00:00:20Z,AlDiaDallas,⭕️ | #Coronavirus | ¿Por que hay miembros de la Guardia Nacional en el condado de #Dallas? https://t.co/V2KGJdTFEF https://t.co/9RgfmtzLQu,AgoraPulse Manager,,,,FALSE,FALSE,1047,0,,,,4483,415,,2009-03-25T21:06:43Z,TRUE,es;;;;
"1243689347364380672,23032702,2020-03-28T00:00:21Z,Sanook,""พ.ร.ก. ฉุกเฉิน คืออะไร เมื่อประกาศใช้แล้วส่งผลอะไรต่อประชาชนบ้าง? ";;;;
#SanookCampus #Sanook;;;;
#COVID19 #โควิด19 #โคโรนาไวรัส #Coronavirues;;;;
" https://t.co/tkrWBx14gO"",Echobox Social,,,,FALSE,FALSE,483,1,,,,171834,729,,2009-03-06T04:57:25Z,TRUE,th";;;;
"1243689347209035776,1191746251466797059,2020-03-28T00:00:21Z,etowntechy,""@YourAlberta are pet stores like @PetSmart considered essential services?  I need to get food for my puppy, so I hope they are still open? #COVID19 #ableg #yeg"",Twitter for iPad,,34747812,YourAlberta,FALSE,FALSE,1879,0,,,,141,503,,2019-11-05T15:57:21Z,FALSE,en";;;;
"1243689346575851520,17451843,2020-03-28T00:00:21Z,JusBeinMichael,#COVID19 #global #US https://t.co/Rg0KpOARBL,Twitter for Android,,,,FALSE,FALSE,452,0,US,""Randallstown, MD"",city,1038,529,,2008-11-17T22:01:12Z,FALSE,und";;;;
"1243689348454809601,1243669192047542272,2020-03-28T00:00:21Z,MassChart,""More than 100 Beth Israel Lahey Health employers test positive to Coronavirus #covid19 ";;;;
"https://t.co/WmwUxngOsK"",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,5,28,,2020-03-27T22:40:51Z,FALSE,en";;;;
"1243689348257767426,15459391,2020-03-28T00:00:21Z,SpeedBird_NCL,""An American Airlines flight attendant died of coronavirus. Now, industry experts are worried:";;;;
https://t.co/aATmhI6YG7;;;;
"#Aviation #Airline #Aircraft #COVID19 #Coronavirus https://t.co/kainRjcFrw"",Hootsuite Inc.,,,,FALSE,FALSE,3103,1,,,,22552,10272,,2008-07-16T20:38:21Z,FALSE,en";;;;
"1243689347251126273,849394773555388421,2020-03-28T00:00:21Z,LisaADonoghue3,""@SlickxStyles Goodnight.  Me too , off to face another day in the front lines. ";;;;
"#COVID19 https://t.co/wQOY4WdfuS"",Twitter for Android,1243688105649016832,1150859527635558401,SlickxStyles,FALSE,FALSE,38399,0,US,""Erie, PA"",city,604,238,,2017-04-04T22:54:29Z,FALSE,en";;;;
"1243689345585946630,2285536255,2020-03-28T00:00:21Z,MarketingEdgeM,""As part of its Corporate Social Responsibility services (CSR) initiative, .@MarketingEdgeM  has enjoined Nigerians to adhere strictly to the awareness campaign on the dreaded #COVID19.";;;;
;;;;
"MARKETING EDGE, a Lagos-based Media concern is Nigeria’s leading and authoritative Brands, https://t.co/yuxTSznvfG"",Twitter for Android,,,,TRUE,FALSE,1494,0,NG,""Lagos, Nigeria"",admin,730,283,,2014-01-10T19:18:20Z,FALSE,en";;;;
"1243689345426612225,992736880243326978,2020-03-28T00:00:21Z,NawalaKarsa,""Sejumlah stasiun TV terpaksa putar orak setelah produksi sejumlah program unggulannya berhenti karena pandemi #covid19";;;;
;;;;
"https://t.co/9XmMBWFvTs"",Buffer,,,,FALSE,FALSE,163,0,,,,525,54,,2018-05-05T12:04:51Z,FALSE,in";;;;
"1243689345204342785,800983787945357312,2020-03-28T00:00:21Z,picphysicians,""News Germany: Low mortality but high infection rate in Germany";;;;
https://t.co/s5ONMiWBcj;;;;
;;;;
Want to stay informed? ;;;;
https://t.co/tieJwPrrmZ;;;;
;;;;
"#coronavirus #COVID19 #COVID_19 #PublicHealth #1stDoNoHarm #Vaccines #Vaccination #InformedConsent #Science #Statistics https://t.co/vbiRDxm2en"",AgoraPulse Manager,,,,FALSE,FALSE,9,2,,,,8561,239,,2016-11-22T08:46:31Z,FALSE,en";;;;
"1243689344730267652,2912132876,2020-03-28T00:00:21Z,resosante,""[Coronavirus – exprimez-vous!]";;;;
Appel à la communauté!;;;;
Nos objectifs:;;;;
-Faire un état des lieux de votre situation;;;;
0;;;;
Merci pour votre implication!;;;;
https://t.co/MYkAiCp3LX;;;;
Temps de réponse: 6 minutes;;;;
"#stayhome #covid19 https://t.co/FRMcM3cQSh"",Hootsuite Inc.,,,,FALSE,FALSE,403,1,,,,447,282,,2014-11-27T18:57:40Z,FALSE,fr";;;;
1243689344617066500,17393790,2020-03-28T00:00:21Z,EverydayHealth,Your dermatologist's office may be closed due to the #COVID19 pandemic. Can one of these home skin-care devices help address your skin concern? https://t.co/8mPMGNc8Jz,SocialFlow,,,,FALSE,FALSE,12228,3,,,,573250,5212,,2008-11-14T19:35:49Z,TRUE,en;;;;
1243689347200811009,254275716,2020-03-28T00:00:21Z,Gamavisionecu,#Mundo: #Mundo: 13 nuevos casos de #coronavirus en Cuba elevan el número total de infectados a 80. Actualmente se encuentran ingresados para vigilancia clínico- epidemiológica 1.851 pacientes. https://t.co/PcV3yRl3vf,Buffer,,,,FALSE,FALSE,8486,6,,,,590462,3849,,2011-02-19T00:05:05Z,TRUE,es;;;;
"1243689346445819904,1243332763148828675,2020-03-28T00:00:21Z,VoudeB,""Quem Vai de Bree Driver hoje?";;;;
;;;;
Baixe o App e Ganhe R$9,00 na primeira corrida.;;;;
;;;;
Nós da Bree Driver estamos tomando todos os devidos cuidados indicados pra evitar a propagação do #coronavirus.;;;;
;;;;
"#voudebreedriver https://t.co/dxnsCG9t01"",mLabs - Gestão de Redes Sociais,,,,FALSE,FALSE,1,0,,,,0,13,,2020-03-27T00:23:40Z,FALSE,pt";;;;
"1243689345724362752,87769317,2020-03-28T00:00:21Z,La_Segunda,""Conversación con Álvaro Núñez, chileno con #coronavirus https://t.co/b0wj8IK3VV https://t.co/TMuMLXQaeW"",Hootsuite Inc.,,,,FALSE,FALSE,184,4,,,,616251,427,,2009-11-05T20:01:25Z,TRUE,es";;;;
"1243689345569226755,50091650,2020-03-28T00:00:21Z,Telemetro,""Es el momento de vestirse de rojo, cantar nuestro himno nacional y orar. En solidaridad con esos héroes que hoy dan la milla extra, arriesgando sus vidas, para vencer el #Coronavirus en #Panamá! 🇵🇦 #QuedateEnCasa 🏡 Luce tus colores Panamá 🇵🇦  👏 ¡Juntos saldremos adelante! https://t.co/gINWB2w5CD"",SocialGest,,,,FALSE,FALSE,11395,6,,,,739647,1025,,2009-06-23T20:28:07Z,TRUE,es";;;;
"1243689345476964352,959750815744438272,2020-03-28T00:00:21Z,Joreljoseph2,""#Coronavirus ";;;;
;;;;
Finalement #coronavirus la👹lock sou 8 cas wi #Haiti li ta bon jezi🎅pou jan mwen wè moun ap mouri nan mond lan👪 ;;;;
;;;;
Swiv tout prensip lijyèn yo🏥 ;;;;
Toujou sonje lave men nou souvan ak savon ak dlo pwòp✋ ;;;;
Rete lakay nou pa soti san bezwen🏪 Pa bay akolad👫;;;;
"Pa bo💏 https://t.co/h3FF3kB8Rn"",Twitter for Android,,,,FALSE,FALSE,126,0,,,,38,466,,2018-02-03T11:30:00Z,FALSE,ht";;;;
"1243689352145899520,53129965,2020-03-28T00:00:22Z,GreenhouseHC,""In an effort to continue maximizing the safety and security of our community and staff, we are offering our #delivery service ";;;;
;;;;
"#Covid19 #losangeles   #HollywoodOriginals #CannabisDeals #CannabisCommunity #WeedDeals #Delivery https://t.co/ISQiPROthX"",Hootsuite Inc.,,,,FALSE,FALSE,2002,0,,,,4041,2697,,2009-07-02T17:36:05Z,FALSE,en";;;;
"1243689351781011458,1007687707550765058,2020-03-28T00:00:22Z,Ahmed3bdallha,""@Mas_91_ #COVID 🖖🏼";;;;
#COVID19 ✨;;;;
"#COVID2019 😷 https://t.co/21WNSbqp7K"",Twitter for iPhone,1243688316165292033,386266496,Mas_91_,FALSE,FALSE,80253,0,,,,1057,2536,,2018-06-15T18:14:06Z,FALSE,und";;;;
"1243689351588036609,326811379,2020-03-28T00:00:22Z,MAVIchile,""El artista chileno Samy Benmayor - que tiene actualmente la exposición """"La Memoria, la Historia, el Olvido"""" al interior de @MAVIchile - está compartiendo videos sobre #fotografía y más, mientras hace cuarentena preventiva en New York. #COVID19 ";;;;
"📹 https://t.co/vGuURBfBDV"",Hootsuite Inc.,,,,FALSE,FALSE,2392,3,,,,23313,15,,2011-06-30T14:43:17Z,FALSE,es";;;;
"1243689351151865862,53831917,2020-03-28T00:00:22Z,sahinboydas,""Companies are finally investing in the remote work technology that they didn’t think they needed before.";;;;
;;;;
#COVID19 #remoteworking #remotejobs #remotetools ;;;;
"https://t.co/a3wSa146V6"",Buffer,,,,FALSE,FALSE,503,1,,,,1474,33,,2009-07-05T03:56:30Z,FALSE,en";;;;
